"ID","教材","単元","地域","質問","正答","誤答1","誤答2","誤答3","誤答4","誤答5","第1巡","第2巡","処置"
"first-123","小4前期","5","日本","日本の最西端の島は何ですか。","与那国島","沖ノ鳥島","南鳥島","択捉島","屋久島","小豆島","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-124","小4前期","5","日本","日本の最北端として日本が領有権を主張する島は何ですか。","択捉島","南鳥島","与那国島","沖ノ鳥島","屋久島","小豆島","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-125","小4前期","5","日本","日本の排他的経済水域について正しい説明はどれですか。","国土面積より広い","国土面積より狭い","国土面積と同じ","領海より狭い","領海と同じ","公海と同じ","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-126","小4前期","6","世界","地球上の位置を表す横の線を何といいますか。","緯線","経線","赤道","日付変更線","西経","東経","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-127","小4前期","6","世界","地球上の位置を表す縦の線を何といいますか。","経線","緯線","赤道","日付変更線","西経","東経","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-128","小4前期","6","世界","緯度0度の線を何といいますか。","赤道","経線","緯線","日付変更線","本初子午線","北回帰線","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-129","小4前期","6","世界","経度0度の線を何といいますか。","本初子午線","日付変更線","経線","緯線","西経","赤道","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-130","小4前期","6","ヨーロッパ","本初子午線が通るイギリスの地区はどこですか。","グリニッジ","ロンドン中心部","パリ","ローマ","ベルリン","マドリード","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-131","小4前期","6","日本","日本の標準時を決める経線は東経何度ですか。","東経135度","東経90度","東経150度","東経45度","東経120度","東経180度","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-132","小4前期","6","日本","日本標準時子午線が通る兵庫県の市はどこですか。","明石市","神戸市","姫路市","大阪市","横浜市","川崎市","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-133","小4前期","6","日本","日本は赤道より北側のどの半球に位置しますか。","北半球","南半球","東半球","西半球","赤道上","南極圏","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-134","小4前期","6","日本","日本は本初子午線より東側のどの半球に位置しますか。","東半球","西半球","北半球","南半球","赤道上","北極圏","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-135","小4前期","6","世界","日本と同じように太平洋を囲む地域を何地域といいますか。","環太平洋地域","東アジア地域","地中海地域","北極地域","環大西洋地域","東南アジア地域","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-136","小4前期","6","世界","赤道より北側の緯度を何といいますか。","北緯","南緯","東経","西経","経線","日付変更線","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-137","小4前期","6","世界","赤道より南側の緯度を何といいますか。","南緯","北緯","東経","西経","経線","日付変更線","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-138","小4前期","6","世界","本初子午線より東側の経度を何といいますか。","東経","北緯","南緯","西経","経線","日付変更線","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-139","小4前期","6","世界","本初子午線より西側の経度を何といいますか。","西経","北緯","南緯","東経","経線","日付変更線","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-140","小4前期","6","世界","緯度は赤道を0度として南北それぞれ何度までありますか。","90度","45度","180度","360度","135度","10度","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-141","小4前期","6","世界","経度は本初子午線を0度として東西それぞれ何度までありますか。","180度","90度","135度","360度","45度","10度","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-142","小4前期","6","世界","緯線について正しい説明はどれですか。","互いに平行である","北極で交わる","南極で交わる","すべて同じ長さである","赤道と直角に交わる","南北方向に延びる","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-143","小4前期","6","世界","経線について正しい説明はどれですか。","北極と南極で交わる","互いに平行である","赤道と交わらない","すべて東西方向に延びる","北極だけで交わる","南極だけで交わる","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-144","小4前期","6","日本","日本の国土はおよそ北緯何度から何度の間にありますか。","北緯20度から46度","北緯0度から20度","南緯20度から46度","北緯50度から70度","東経123度から154度","西経123度から154度","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-145","小4前期","6","日本","日本の国土はおよそ東経何度から何度の間にありますか。","東経123度から154度","東経80度から110度","西経123度から154度","東経160度から180度","北緯20度から46度","南緯20度から46度","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-146","小4前期","6","東アジア","日本と同じ大陸の東側に位置する国を1つ答えなさい。","韓国","中国","日本","ロシア","北朝鮮","モンゴル","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-147","小4前期","6","東アジア","日本の西に位置する大きな国はどこですか。","中国","日本","韓国","ロシア","モンゴル","インド","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-148","小4前期","6","ユーラシア","日本の北に位置する広大な国はどこですか。","ロシア","中国","日本","韓国","カナダ","アメリカ","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-149","小4前期","6","世界","日本の南東に広がる世界最大の海洋は何ですか。","太平洋","日本海","東シナ海","オホーツク海","大西洋","インド洋","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-150","小4前期","6","世界","世界地図で日本はユーラシア大陸の東側と西側のどちらに位置しますか。","東側","西側","北側","南側","ほぼ同じ","どちらともいえない","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-151","小4前期","7","世界","太陽が南中するとき太陽は東・南・西のどの方角にありますか。","南","北","東","西","南西","南東","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-152","小4前期","7","世界","地球は西から東と東から西のどちら向きに自転していますか。","西から東","東から西","北から南","南から北","ほぼ同じ","どちらともいえない","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-153","小4前期","7","世界","経度が東へ15度違うと時刻は何時間進みますか。","1時間","2時間","3時間","4時間","6時間","12時間","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-154","小4前期","7","世界","国や地域ごとに定めた基準となる時刻を何といいますか。","標準時","南中時","時差","現地時刻","世界時","日本標準時","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-155","小4前期","7","世界","世界各地の標準時の差を何といいますか。","時差","南中時刻","自転時間","標準時","現地時刻","世界時","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-156","小4前期","7","世界","ほぼ経度180度に沿って設けられ日付を調整する線を何といいますか。","日付変更線","本初子午線","経線","緯線","西経","東経","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-157","小4前期","7","世界","日付変更線を西から東へ越えると日付を1日進めますか戻しますか。","1日戻す","1日進める","日付を変えない","1週間戻す","1日遅らせる","前の日にする","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-158","小4前期","7","世界","日本とイギリスの標準時の差は何時間ですか。","9時間","6時間","12時間","15時間","2時間","1時間","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-159","小4前期","7","世界","日本とイギリスの時刻の関係として正しいものはどれですか。","日本の方が9時間進んでいる","日本の方が9時間遅れている","同じ時刻である","日本の方が1日進んでいる","日本の方が3時間進んでいる","日本の方が12時間進んでいる","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-160","小4前期","7","世界","2地点の時差を求めるとき、経度差を何で割りますか。","15","24","60","360","1","2","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-161","小4前期","7","世界","地球が1日に1回転する運動を何といいますか。","自転","南中","時差","標準時","経線","日付変更線","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-162","小4前期","7","世界","地球が1回自転するのにかかる時間は約何時間ですか。","24時間","12時間","36時間","48時間","2時間","1時間","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-163","小4前期","7","世界","地球が24時間で360度回転すると1時間で何度回転しますか。","15度","10度","20度","30度","90度","180度","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-164","小4前期","7","世界","太陽は東から西と西から東のどちらへ動いて見えますか。","東から西","西から東","北から南","南から北","ほぼ同じ","どちらともいえない","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-165","小4前期","7","世界","同じ経線上にある場所について正しい説明はどれですか。","太陽が南中する時刻がほぼ同じ","緯度が必ず同じ","気温が必ず同じ","日付が必ず異なる","太陽が昇る時刻が必ず同じ","季節が必ず同じ","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-166","小4前期","7","世界","東にある地域と西にある地域では太陽が先に昇るのはどちらですか。","東にある地域","西にある地域","どちらも同時","緯度が高い地域","地域によって異なる","どちらともいえない","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-167","小4前期","7","日本","日本の標準時は東経135度を基準にしています。この経線を何といいますか。","日本標準時子午線","日付変更線","本初子午線","東経130度線","東経140度線","東経150度線","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-168","小4前期","7","世界","日本が正午のときイギリスは同じ日の何時ですか。","午前3時","午前9時","午後3時","午後9時","午前0時","午前6時","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-169","小4前期","7","世界","日本が1月1日午前9時のときイギリスは何月何日の何時ですか。","1月1日午前0時","12月31日午前0時","1月1日午後6時","1月2日午前0時","午前3時","午後3時","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-170","小4前期","7","世界","日本より東にある場所の時刻は原則としてどうなりますか。","日本より進む","日本より遅れる","日本と必ず同じ","経度に関係なく決まる","緯度だけで決まる","日付だけが進む","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-171","小4前期","7","世界","日本より西にある場所の時刻は原則としてどうなりますか。","日本より遅れる","日本より進む","日本と必ず同じ","緯度だけで決まる","経度に関係なく決まる","日付だけが遅れる","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-172","小4前期","7","世界","日付変更線が直線ではなく曲がっている主な理由は何ですか。","同じ国や島で日付が分かれないようにするため","赤道に沿わせるため","すべての海を避けるため","本初子午線と重ねるため","国境をすべて避けるため","経度を測りやすくするため","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-173","小4前期","7","世界","日付変更線を東から西へ越えると日付を1日進めますか戻しますか。","1日進める","1日戻す","日付を変えない","1週間進める","次の日にする","前の日にする","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-174","小4前期","7","世界","経度差が30度ある2地点の時差は何時間ですか。","2時間","1時間","3時間","4時間","15時間","12時間","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-175","小4前期","7","世界","経度差が45度ある2地点の時差は何時間ですか。","3時間","1時間","2時間","4時間","15時間","12時間","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-176","小4前期","8","日本","日本の都道府県はいくつありますか。","47","43","45","49","1","2","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-177","小4前期","8","日本","日本の都はいくつありますか。","1","2","3","4","43","47","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-178","小4前期","8","日本","日本の道はいくつありますか。","1","2","3","4","43","47","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-179","小4前期","8","日本","日本の府はいくつありますか。","2","1","3","4","43","47","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-180","小4前期","8","日本","日本の県はいくつありますか。","43","42","44","47","1","2","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-181","小4前期","8","日本","日本の都はどこですか。","東京都","京都府","大阪府","北海道","神奈川県","兵庫県","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-182","小4前期","8","日本","日本にある府の組み合わせはどれですか。","大阪府と京都府","東京都と北海道","神奈川県と兵庫県","福岡県と沖縄県","京都府","大阪府","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-183","小4前期","8","日本","日本の都道府県で最も面積が大きいのはどこですか。","北海道","岩手県","長野県","福島県","新潟県","秋田県","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-184","小4前期","8","日本","日本の都道府県で最も面積が小さいのはどこですか。","香川県","京都府","兵庫県","北海道","千葉県","長野県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-185","小4前期","8","日本","内陸県とは海に面していない都道府県のことです。内陸県はいくつありますか。","8","6","10","12","1","2","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-186","小4前期","8","北海道地方","北海道地方に属する都道府県は何ですか。","北海道","青森県","岩手県","東京都","沖縄県","京都府","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-187","小4前期","8","東北地方","東北地方の県はいくつありますか。","6県","5県","7県","8県","4県","9県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-188","小4前期","8","関東地方","関東地方の都県はいくつありますか。","7都県","6都県","8都県","9都県","5県","6県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-189","小4前期","8","中部地方","中部地方の県はいくつありますか。","9県","7県","8県","10県","5県","6県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-190","小4前期","8","近畿地方","近畿地方の府県はいくつありますか。","7府県","6府県","8府県","9府県","5県","6県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-191","小4前期","8","中国地方","中国地方の県はいくつありますか。","5県","4県","6県","7県","8県","9県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-192","小4前期","8","四国地方","四国地方の県はいくつありますか。","4県","3県","5県","6県","7県","8県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-193","小4前期","8","九州地方","九州地方の県はいくつありますか。","8県","7県","9県","10県","5県","6県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-194","小4前期","8","東北地方","本州で最も面積が大きい都道府県はどこですか。","岩手県","京都府","兵庫県","北海道","千葉県","長野県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-195","小4前期","8","日本","都道府県庁が置かれている都市を何といいますか。","都道府県庁所在地","政令指定都市","中核市","首都","地方中心都市","県庁所在都市","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-196","小4前期","8","日本","県名と県庁所在地名が異なる県を1つ答えなさい。","神奈川県","千葉県","青森県","長野県","兵庫県","香川県","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-197","小4前期","8","関東地方","神奈川県の県庁所在地はどこですか。","横浜市","川崎市","相模原市","横須賀市","仙台市","札幌市","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-198","小4前期","8","近畿地方","兵庫県の県庁所在地はどこですか。","神戸市","姫路市","尼崎市","西宮市","仙台市","横浜市","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-199","小4前期","8","中部地方","愛知県の県庁所在地はどこですか。","名古屋市","豊田市","岡崎市","豊橋市","仙台市","横浜市","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-200","小4前期","8","東北地方","宮城県の県庁所在地はどこですか。","仙台市","石巻市","気仙沼市","大崎市","横浜市","札幌市","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-201","小4前期","9","日本","気温と降水量を月ごとに表したグラフを何といいますか。","雨温図","季節風","年較差","日較差","秋雨前線","梅雨前線","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-202","小4前期","9","日本","日本の気候に大きな影響を与える季節によって向きが変わる風を何といいますか。","季節風","年較差","日較差","偏西風","海風","陸風","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-203","小4前期","9","日本","日本付近に暖かい空気と冷たい空気の境目としてできるものを何といいますか。","前線","台風","梅雨","気団","季節風","低気圧","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-204","小4前期","9","日本","初夏に長く雨が続く時期を何といいますか。","梅雨","前線","台風","季節風","秋雨","春雨","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-205","小4前期","9","日本","夏から秋に日本へ近づき大雨や強風をもたらすものを何といいますか。","台風","前線","梅雨","季節風","低気圧","寒波","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-206","小4前期","9","日本","冬に日本海側で雪が多く降る主な原因となる風は何ですか。","北西の季節風","南東の季節風","偏西風","海風","越後山脈","赤石山脈","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-207","小4前期","9","瀬戸内地方","瀬戸内地方の降水量の特徴として正しいものはどれですか。","一年を通して少ない","一年を通して非常に多い","冬だけ非常に多い","毎月まったく同じ","夏だけ非常に多い","全国で最も多い","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-208","小4前期","9","中央高地","中央高地の気候は一年の気温差が大きいことが特徴です。この差を何といいますか。","年較差","季節風","日較差","雨温図","秋雨前線","梅雨前線","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-209","小4前期","9","太平洋側","太平洋側の冬の天気として一般的なものはどれですか。","晴天の日が多い","雪の日が一年中続く","梅雨が長く続く","台風が毎週来る","くもりの日だけになる","大雪の日が多い","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-210","小4前期","9","北海道","北海道の梅雨について正しい説明はどれですか。","梅雨の影響を受けにくい","梅雨が日本で最も長い","一年中梅雨である","沖縄と同じ時期に必ず梅雨入りする","本州より影響が大きい","毎年必ず長雨になる","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-211","小4前期","9","日本","気候とはある地域の長い期間にわたる気温や降水量などの何ですか。","平均的な状態","一日の変化","その日の天気","一時的な現象","年較差","雨温図","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-212","小4前期","9","日本","日本の大部分が属する気候帯は何ですか。","温帯","熱帯","寒帯","乾燥帯","冷帯","亜寒帯","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-213","小4前期","9","日本","日本で一般に最も気温が高くなるのは何月ごろですか。","8月ごろ","1月ごろ","4月ごろ","11月ごろ","5月ごろ","10月ごろ","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-214","小4前期","9","日本","日本で一般に最も気温が低くなるのは何月ごろですか。","1月ごろ","8月ごろ","5月ごろ","10月ごろ","11月ごろ","4月ごろ","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-215","小4前期","9","日本","降水量とは雨と雪の量を何に換算したものですか。","水の深さ","水の重さ","雨の日数","雲の厚さ","雪の重さ","水滴の個数","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-216","小4前期","9","日本","梅雨の時期に日本付近に停滞する前線を何といいますか。","梅雨前線","秋雨前線","寒冷前線","温暖前線","停滞前線","閉塞前線","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-217","小4前期","9","日本","秋に日本付近に停滞し長雨をもたらす前線を何といいますか。","秋雨前線","梅雨前線","寒冷前線","温暖前線","停滞前線","閉塞前線","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-218","小4前期","9","太平洋側","夏の太平洋側に暖かく湿った風をもたらす気団は何ですか。","小笠原気団","揚子江気団","シベリア気団","オホーツク海気団","赤道気団","南極気団","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-219","小4前期","9","日本","冬に日本へ冷たく乾いた季節風をもたらす気団は何ですか。","シベリア気団","小笠原気団","揚子江気団","オホーツク海気団","赤道気団","南極気団","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-220","小4前期","9","日本海側","冬の季節風が日本海を渡る間に起きることは何ですか。","水蒸気を多く含む","水蒸気をすべて失う","気温が急に40度上がる","風向きが必ず南風になる","乾燥する","雪をすべて失う","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-221","小4前期","9","太平洋側","日本海側で冬に雪を降らせた季節風は山地を越えると乾燥します。このため太平洋側ではどのような天気が多くなりますか。","晴天","大雪","長雨","濃霧","くもり","雨","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-222","小4前期","9","南西諸島","南西諸島の気温の特徴として正しいものはどれですか。","一年を通して高い","一年を通して氷点下である","夏でも北海道より低い","毎月まったく同じである","冬だけ非常に低い","本州より必ず低い","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-223","小4前期","9","日本海側","日本海側の冬の降水量について正しいものはどれですか。","多い","少ない","0になる","全国で同じになる","大きい","小さい","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-224","小4前期","9","太平洋側","太平洋側の気候は夏と冬のどちらに降水量が多いですか。","夏","冬","春","秋","ほぼ同じ","どちらともいえない","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-225","小4前期","9","北海道","北海道と台風の関係について正しい説明はどれですか。","他地域より影響を受けにくい","日本で最も多く上陸する","一年中台風が発生する","台風の影響を必ず受けない","沖縄より影響を受けやすい","本州と必ず同じ影響を受ける","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-226","小4前期","9","日本","雨温図で、一般に棒グラフで表されるものは何ですか。","降水量","気温","風向","日照時間","湿度","気圧","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-227","小4前期","9","日本","一年の中で最も暖かい月と最も寒い月の平均気温の差を何といいますか。","気温の年較差","気温の日較差","年降水量","平均気温","季節風","年較差","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-228","小4前期","9","日本","台風が主に発生する場所はどこですか。","日本の南の暖かい海上","北海道の内陸","日本海側の山地","冬のシベリア大陸","日本の北の冷たい海上","本州中央の山地","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-229","小4前期","10","沖縄県","沖縄県が位置する日本の南西に連なる島々を何といいますか。","南西諸島","五島列島","伊豆諸島","小笠原諸島","千島列島","日本列島","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-230","小4前期","10","沖縄県","沖縄県の県庁所在地はどこですか。","那覇市","仙台市","新潟市","札幌市","横浜市","松山市","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-231","小4前期","10","沖縄県","沖縄で台風の強風から家を守るため家の周囲に設ける石の囲いを何といいますか。","石垣","防風林","防潮堤","生け垣","土塀","ブロック塀","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-232","小4前期","10","沖縄県","沖縄の住宅で強い日差しをさえぎるために設ける長いひさしを何といいますか。","雨端","縁側","天窓","煙突","赤瓦","防風林","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-233","小4前期","10","沖縄県","沖縄で多く栽培され砂糖の原料になる作物は何ですか。","さとうきび","さくらんぼ","じゃがいも","てんさい","りんご","もも","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-234","小4前期","10","沖縄県","沖縄で栽培される代表的な熱帯果物を1つ答えなさい。","パイナップル","さくらんぼ","キウイフルーツ","日本なし","みかん","ぶどう","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-235","小4前期","10","沖縄県","沖縄の海岸に広がるサンゴがつくった地形を何といいますか。","サンゴ礁","砂丘","干潟","リアス海岸","三角州","扇状地","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-236","小4前期","10","沖縄県","沖縄でかつて栄え首里城を中心とした国を何といいますか。","琉球王国","江戸幕府","大和朝廷","鎌倉幕府","沖縄王国","薩摩王国","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-237","小4前期","10","沖縄県","沖縄の代表的な染め物を何といいますか。","紅型","友禅染","藍染め","西陣織","大島紬","黄八丈","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-238","小4前期","10","沖縄県","沖縄は冬でも比較的暖かいため何産業が盛んですか。","観光業","林業","酪農","鉄鋼業","畑作","漁業","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-239","小4前期","10","沖縄県","沖縄県は大小およそいくつの島からなりますか。","160余り","約40","約80","約300","約120","約200","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-240","小4前期","10","沖縄県","沖縄県の位置について正しい説明はどれですか。","日本の都道府県で最も南にある","日本の都道府県で最も北にある","本州の中央にある","日本海側だけにある","四国の南にある","北海道の東にある","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-241","小4前期","10","沖縄県","沖縄県と東京の年平均気温を比べた説明として正しいものはどれですか。","沖縄県の方が高い","東京の方が高い","まったく同じ","年によらず両方0度である","北海道の方が低い","年較差","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-242","小4前期","10","沖縄県","沖縄県で初夏に雨が多く降る時期を何といいますか。","梅雨","秋雨","真冬","台風シーズン","春雨","乾季","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-243","小4前期","10","沖縄県","沖縄県は冬でも霜がほとんど降りないため一年中何ができますか。","農作物の栽培","流氷観光","雪下ろし","てんさいの越冬栽培","農作物の収穫","花の栽培","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-244","小4前期","10","沖縄県","沖縄の伝統的な住宅で屋根に使われる瓦を何といいますか。","赤瓦","石州瓦","黒瓦","スレート瓦","いぶし瓦","釉薬瓦","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-245","小4前期","10","沖縄県","沖縄の屋根の上に置かれ魔よけとされる像を何といいますか。","シーサー","狛犬","なまはげ","しゃちほこ","こま犬","鬼瓦","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-246","小4前期","10","沖縄県","沖縄の住宅で台風に備えて屋根瓦を何で固めますか。","しっくい","セメント","粘土","木材","モルタル","接着剤","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-247","小4前期","10","沖縄県","沖縄の家で窓を大きくして風通しをよくするのは、主に何のためですか。","暑さをやわらげるため","寒さを防ぐため","雪の重みに耐えるため","火山灰を防ぐため","湿気を逃がすため","室内を明るくするため","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-248","小4前期","10","沖縄県","沖縄で菊などを本土より早い時期に出荷する栽培を何といいますか。","促成栽培","果樹栽培","露地栽培","マルチ栽培","抑制栽培","水耕栽培","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-249","小4前期","10","沖縄県","沖縄の畑で作物を強風から守るため植えられる林を何といいますか。","防風林","防潮林","人工林","水源林","保安林","防砂林","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-250","小4前期","10","沖縄県","沖縄で水不足に備えて農業用水をたくわえる施設を何といいますか。","ダム","用水路","取水口","排水機場","揚水機場","浄水場","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-251","小4前期","10","沖縄県","沖縄の海に広がるサンゴ礁は観光資源であると同時に何のすみかですか。","多くの海の生き物","高山植物","砂漠の動物","寒帯の動物","海藻や魚","小さな甲殻類","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-252","小4前期","10","沖縄県","沖縄のサンゴ礁を守るために必要な取り組みはどれですか。","赤土の流出を防ぐ","赤土を海へ流す","サンゴをすべて取り除く","海岸の植物をすべて切る","生活排水をそのまま流す","サンゴを踏みつける","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-253","小4前期","10","沖縄県","沖縄の伝統的な楽器で三本の弦を持つものは何ですか。","三線","三味線","琴","尺八","胡弓","太鼓","意味確認済み","形式・重複・唯一正解確認済み","適合"
"first-254","小4前期","10","沖縄県","沖縄で第二次世界大戦の地上戦を伝える史跡や資料館を訪れる観光を何といいますか。","平和学習","農業体験","雪国体験","工場見学","自然観察学習","伝統文化学習","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
"first-255","小4前期","11","北海道","日本の都道府県で最も北にあるのはどこですか。","北海道","青森県","岩手県","秋田県","長野県","新潟県","意味確認済み","形式・重複・唯一正解確認済み","誤答5個再構成"
